"","player_name","web_scraped_team","dob","height"
"533","Derek Wirth","Brisbane",1978-11-29,193
"534","Mark Withers","Brisbane",1964-03-03,175
"535","Cameron Wood","Brisbane",1987-03-04,204
"536","Toby Wooller","Brisbane",1999-03-16,195
"537","Peter Worsfold","Brisbane",1970-07-11,174
"538","Stephen Wrigley","Brisbane",1987-04-18,187
"539","Sean Yoshiura","Brisbane",1991-08-06,187
"540","Mark Zanotti","Brisbane",1964-11-08,185
"541","Cain Ackland","Carlton",1982-03-16,196
"542","Ian Aitken","Carlton",1967-05-16,192
"543","Michael Aitken","Carlton",1960-01-12,187
"544","Matthew Allan","Carlton",1975-02-26,198
"545","Tom Alvin","Carlton",1962-04-21,183
"546","Mark Amos","Carlton",1951-08-05,189
"547","Graeme Anderson","Carlton",1939-04-06,185
"548","Joe Anderson","Carlton",1988-12-24,188
"549","Laurence Angwin","Carlton",1982-10-07,200
"550","Jacob Anstey","Carlton",1978-01-27,176
"551","Mark Arceri","Carlton",1964-10-25,170
"552","Dennis Armfield","Carlton",1986-12-22,182
"553","Barry Armstrong","Carlton",1950-09-22,181
"554","Rodney Ashman","Carlton",1954-12-03,175
"555","Mark Athorn","Carlton",1967-11-07,178
"556","Ron Auchettl","Carlton",1946-08-04,184
"557","Mark Austin","Carlton",1989-02-24,194
"558","Rod Austin","Carlton",1953-01-26,180
"559","Brett Backwell","Carlton",1980-05-18,175
"560","Doug Baird","Carlton",1950-11-16,188
"561","Andrew Balkwill","Carlton",1972-03-24,192
"562","Jordan Bannister","Carlton",1982-10-31,190
"563","Ron Barassi","Carlton",1936-02-27,179
"564","Bill Barrot","Carlton",1944-05-06,180
"565","Adrian Bassett","Carlton",1967-03-11,186
"566","Daniel Batson","Carlton",1986-08-05,202
"567","Rhett Baynes","Carlton",1964-05-16,195
"568","Callan Beasy","Carlton",1982-03-19,190
"569","Simon Beaumont","Carlton",1975-12-13,189
"570","Nick Becker","Carlton",1986-07-07,185
"571","Peter Bedford","Carlton",1947-04-11,180
"572","Tom Bell","Carlton",1991-06-13,188
"573","John Benetti","Carlton",1936-06-17,177
"574","Clint Benjamin","Carlton",1988-07-27,189
"575","Bill Bennett","Carlton",1948-04-12,185
"576","Adam Bentick","Carlton",1985-06-13,184
"577","Greg Bentley","Carlton",1987-04-09,187
"578","Noel Bishop","Carlton",1948-02-12,178
"579","Luke Blackwell","Carlton",1986-11-09,178
"580","Wayne Blackwell","Carlton",1960-08-30,179
"581","Terry Board","Carlton",1945-11-05,173
"582","Blaine Boekhorst","Carlton",1993-09-02,187
"583","Chris Bond","Carlton",1969-01-26,178
"584","Troy Bond","Carlton",1973-07-14,179
"585","Joshua Bootsma","Carlton",1993-02-22,191
"586","Mario Bortolotto","Carlton",1957-06-26,189
"587","Peter Bosustow","Carlton",1957-10-27,185
"588","Tony Bourke","Carlton",1976-06-13,201
"589","Paul Bower","Carlton",1988-01-09,192
"590","Glen Bowyer","Carlton",1979-12-28,181
"591","Craig Bradley","Carlton",1963-10-23,180
"592","Blake Bray","Carlton",1992-07-07,191
"593","Fraser Brown","Carlton",1970-08-18,181
"594","Peter Brown","Carlton",1958-10-19,184
"595","Rohan Brown","Carlton",1957-10-02,192
"596","Steven Browne","Carlton",1989-02-01,180
"597","Chris Bryan","Carlton",1982-03-06,197
"598","Brian Buckley","Carlton",1935-08-03,185
"599","Dylan Buckley","Carlton",1993-03-16,179
"600","Jim Buckley","Carlton",1959-11-27,175
"601","Mark Buckley","Carlton",1962-08-25,190
"602","Stephen Buckley","Carlton",1959-04-23,183
"603","Tomas Bugg","Carlton",1993-04-05,184
"604","Rohan Burke","Carlton",1961-07-24,183
"605","Gerald Butts","Carlton",1966-11-19,190
"606","Ciaran Byrne","Carlton",1994-12-06,187
"607","Ray Byrne","Carlton",1953-07-16,180
"608","Jaryd Cachia","Carlton",1991-05-08,184
"609","Blake Campbell","Carlton",1982-08-07,180
"610","Scott Camporeale","Carlton",1975-08-11,180
"611","Jim Canfield","Carlton",1958-03-13,191
"612","Andrew Carrazzo","Carlton",1983-12-15,187
"613","Mitchell Carter","Carlton",1991-07-02,184
"614","Gordon Casey","Carlton",1950-03-25,180
"615","Vin Catoggio","Carlton",1954-05-13,179
"616","Andrew Cavedon","Carlton",1971-11-05,196
"617","Callum Chambers","Carlton",1979-11-19,184
"618","Neil Chandler","Carlton",1949-05-06,185
"619","Sean Charles","Carlton",1975-05-18,175
"620","Adam Chatfield","Carlton",1979-06-22,189
"621","Ang Christou","Carlton",1972-01-16,190
"622","Matt Clape","Carlton",1969-05-28,187
"623","David Clarke","Carlton",1952-12-31,184
"624","David Clarke","Carlton",1980-05-15,183
"625","Cameron Cloke","Carlton",1984-12-20,196
"626","Andrew Collins","Carlton",1988-11-17,187
"627","Dennis Collins","Carlton",1953-05-17,178
"628","Ian Collins","Carlton",1942-10-24,175
"629","Gordon Collis","Carlton",1940-11-06,187
"630","John Comben","Carlton",1944-06-13,175
"631","Paul Constance","Carlton",1947-05-11,168
"632","James Cook","Carlton",1974-01-07,190
"633","Berkeley Cox","Carlton",1935-05-03,175
"634","Sam Cranage","Carlton",1979-04-27,185
"635","Gary Crane","Carlton",1944-08-25,178
"636","Cameron Croad","Carlton",1984-01-17,188
"637","Brent Crosswell","Carlton",1950-08-08,188
"638","Heath Culpitt","Carlton",1978-02-16,186
"639","Frazer Dale","Carlton",1993-11-10,187
"640","Joseph Dare","Carlton",1991-10-17,188
"641","Steven Da Rui","Carlton",1964-03-21,183
"642","Justin Davies","Carlton",1983-07-07,184
"643","Marcus Davies","Carlton",1991-04-06,188
"644","Craig Davis","Carlton",1954-10-02,183
"645","Peter Dean","Carlton",1965-03-09,188
"646","Ron De Iulio","Carlton",1972-04-15,180
"647","Wayne Deledio","Carlton",1955-11-29,186
"648","Adrian Deluca","Carlton",1982-05-15,202
"649","Joshua Deluca","Carlton",1996-05-11,179
"650","Richard Dennis","Carlton",1966-07-31,185
"651","Craig Devonport","Carlton",1970-01-27,183
"652","Matthew Dick","Carlton",1994-11-03,187
"653","David Dickson","Carlton",1952-05-12,183
"654","Ross Ditchburn","Carlton",1957-03-18,192
"655","Jordan Doering","Carlton",1979-09-14,187
"656","Joshua Donaldson","Carlton",1991-05-04,193
"657","Jon Dorotich","Carlton",1962-04-27,193
"658","Bruce Doull","Carlton",1950-09-11,185
"659","Nicholas Duigan","Carlton",1984-09-07,186
"660","Jamie Dunlop","Carlton",1966-01-05,196
"661","Robert Dutton","Carlton",1957-10-09,192
"662","Stephen Easton","Carlton",1959-08-12,194
"663","Andrew Eccles","Carlton",1979-06-01,187
"664","Stephen Edgar","Carlton",1967-02-01,175
"665","Bob Edmond","Carlton",1948-12-29,188
"666","Jake Edwards","Carlton",1988-01-06,192
"667","David Ellard","Carlton",1989-03-13,177
"668","Des English","Carlton",1957-10-09,178
"669","Bernie Evans","Carlton",1957-08-20,178
"670","Andrejs Everitt","Carlton",1989-03-13,194
"671","Alex Fasolo","Carlton",1992-06-08,181
"672","Brendan Fevola","Carlton",1981-01-20,191
"673","Tom Fields","Carlton",1992-12-19,192
"674","Brad Fisher","Carlton",1984-04-09,192
"675","Mike Fitzpatrick","Carlton",1953-01-28,191
"676","Peter Fitzpatrick","Carlton",1959-07-17,184
"677","Simon Fletcher","Carlton",1978-08-17,188
"678","Trevor Fletcher","Carlton",1953-09-30,192
"679","Craig Flint","Carlton",1987-08-09,188
"680","Jayden Foster","Carlton",1995-06-01,196
"681","Dominic Fotia","Carlton",1969-12-09,178
"682","Maurie Fowler","Carlton",1944-08-10,180
"683","Anthony Franchina","Carlton",1977-10-11,176
"684","Peter Francis","Carlton",1958-01-16,185
"685","Scott Freeborn","Carlton",1978-05-20,183
"686","Barnaby French","Carlton",1975-11-25,200
"687","Peter Fyffe","Carlton",1951-08-22,183
"688","Neil Gaghan","Carlton",1963-03-24,183
"689","Adrian Gallagher","Carlton",1946-05-12,179
"690","David Gallagher","Carlton",1980-08-05,183
"691","Michael Gallagher","Carlton",1966-05-09,196
"692","Andrew Gallucci","Carlton",1994-01-28,177
"693","Rod Galt","Carlton",1951-10-09,194
"694","Jarrod Garlett","Carlton",1996-05-03,180
"695","Jeff Garlett","Carlton",1989-08-03,180
"696","Michael Garvey","Carlton",1965-10-16,187
"697","Peter Gilbert","Carlton",1948-12-31,177
"698","Cameron Giles","Carlton",1995-05-05,195
"699","Barry Gill","Carlton",1945-01-21,184
"700","John Gill","Carlton",1941-10-26,182
"701","Daryl Gilmore","Carlton",1961-04-12,183
"702","David Glascott","Carlton",1961-04-27,183
"703","Jesse Glass-McCasker","Carlton",1997-01-03,195
"704","Adrian Gleeson","Carlton",1967-04-30,178
"705","Hugh Goddard","Carlton",1996-08-24,198
"706","John Goold","Carlton",1941-06-27,187
"707","Daniel Gorringe","Carlton",1992-06-02,200
"708","Billy Gowers","Carlton",1996-06-10,187
"709","Andrew Graham","Carlton",1963-07-18,180
"710","Nicholas Graham","Carlton",1994-06-12,182
"711","Peter Green","Carlton",1974-05-03,186
"712","Ken Greenwood","Carlton",1941-12-15,188
"713","Shaun Grigg","Carlton",1988-04-19,190
"714","Daryl Gutterson","Carlton",1953-05-08,183
"715","Richard Hadley","Carlton",1983-03-29,190
"716","Kevin Hall","Carlton",1944-05-21,191
"717","Peter Hall","Carlton",1952-05-27,183
"718","Danny Halloran","Carlton",1954-07-04,189
"719","Peter Halsall","Carlton",1958-01-06,179
"720","Aaron Hamill","Carlton",1977-08-20,184
"721","Shaun Hampson","Carlton",1988-03-21,201
"722","Mil Hanna","Carlton",1966-04-05,184
"723","Greg Hardie","Carlton",1945-05-23,170
"724","Daniel Harford","Carlton",1977-03-19,177
"725","Wayne Harmes","Carlton",1960-02-09,177
"726","Ben Harrison","Carlton",1975-01-17,181
"727","Stan Harrison","Carlton",1944-03-28,184
"728","Adam Hartlett","Carlton",1986-04-22,196
"729","Brendan Hartney","Carlton",1958-04-23,183
"730","Glenn Hawker","Carlton",1961-03-17,185
"731","Kevin Heath","Carlton",1950-03-24,188
"732","Brent Heaver","Carlton",1971-06-15,173
"733","Ian Herman","Carlton",1965-10-11,182
"734","Nick Heyne","Carlton",1990-07-20,187
"735","Adrian Hickmott","Carlton",1972-03-30,182
"736","Garry Higgins","Carlton",1955-06-15,180
"737","Lachlan Hill","Carlton",1989-05-15,190
"738","Geoff Hocking","Carlton",1959-03-10,193
"739","Matthew Hogg","Carlton",1968-12-21,175
"740","Roger Hoggett","Carlton",1942-10-05,178
"741","David Honybun","Carlton",1962-04-03,195
"742","Ted Hopkins","Carlton",1949-05-27,177
"743","Trent Hoppner","Carlton",1979-02-19,175
"744","Trent Hotton","Carlton",1973-12-01,193
"745","Ryan Houlihan","Carlton",1982-01-21,187
"746","Scott Howell","Carlton",1958-05-10,193
"747","Darren Hulme","Carlton",1977-07-19,175
"748","Ken Hunter","Carlton",1957-04-28,183
"749","Paul Hurst","Carlton",1948-12-19,184
"750","John Hynes","Carlton",1979-02-23,184
"751","Ryan Jackson","Carlton",1987-04-04,183
"752","Syd Jackson","Carlton",1944-07-01,173
"753","Sam Jacobs","Carlton",1988-04-10,200
"754","Kristian Jaksch","Carlton",1994-10-07,195
"755","Michael James","Carlton",1971-12-30,180
"756","Michael Jamison","Carlton",1986-06-11,193
"757","Alex Jesaulenko","Carlton",1945-08-02,182
"758","Michael Jez","Carlton",1954-06-07,187
"759","Blaine Johnson","Carlton",1995-07-28,186
"760","Brett Johnson","Carlton",1981-10-28,179
"761","Christopher Johnson","Carlton",1986-01-25,188
"762","Wayne Johnston","Carlton",1957-12-19,180
"763","Peter Jones","Carlton",1946-10-20,198
"764","Warren Jones","Carlton",1953-11-02,200
"765","Aaron Joseph","Carlton",1989-07-04,180
"766","Chris Judd","Carlton",1983-09-08,189
"767","Ken Jungwirth","Carlton",1946-08-03,183
"768","Brian Kekovich","Carlton",1946-01-07,187
"769","John Kemp","Carlton",1944-06-06,180
"770","Stephen Kenna","Carlton",1981-10-08,170
"771","Greg Kennedy","Carlton",1949-07-28,187
"772","Matthew Kennedy","Carlton",1997-04-06,190
"773","Michael Kennedy","Carlton",1964-01-10,178
"774","Peter Kenny","Carlton",1959-05-13,183
"775","Trevor Keogh","Carlton",1949-07-26,175
"776","David Kernahan","Carlton",1965-07-11,185
"777","Stephen Kernahan","Carlton",1963-09-01,196
"778","Pat Kerr","Carlton",1998-07-31,197
"779","Peter Kerr","Carlton",1948-02-26,177
"780","Rohan Kerr","Carlton",1991-11-17,184
"781","Sam Kerridge","Carlton",1993-04-26,187
"782","Murray Kick","Carlton",1940-12-05,180
"783","Robbert Klomp","Carlton",1955-05-14,183
"784","Matthew Korcheck","Carlton",1991-10-12,208
"785","Spiro Kourkoumelis","Carlton",1963-07-31,183
"786","Anthony Koutoufides","Carlton",1973-01-18,191
"787","Matthew Kreuzer","Carlton",1989-05-13,200
"788","Jeremy Laidler","Carlton",1989-08-05,190
"789","Jed Lamb","Carlton",1992-10-19,181
"790","Bob Lane","Carlton",1946-12-12,188
"791","Damian Lang","Carlton",1976-03-03,191
"792","Darcy Lang","Carlton",1995-11-21,183
"793","Matthew Lappin","Carlton",1976-02-17,184
"794","Gary Lawson-Smith","Carlton",1947-06-30,191
"795","John Leatham","Carlton",1946-08-23,183
"796","Kym LeBois","Carlton",1998-05-22,175
"797","Denis Lenaghan","Carlton",1956-11-18,174
"798","Luke Livingston","Carlton",1982-11-04,192
"799","John Lloyd","Carlton",1945-04-30,180
"800","Matthew Lobbe","Carlton",1989-02-12,200
"801","Damien Lock","Carlton",1978-10-01,179
"802","Gil Lockhart","Carlton",1945-04-07,180
"803","Matthew Lodge","Carlton",1993-06-20,186
"804","Wes Lofts","Carlton",1942-11-15,188
"805","Troy Longmuir","Carlton",1979-05-27,184
"806","Kane Lucas","Carlton",1991-06-26,188
"807","Andrew Lukas","Carlton",1950-07-19,178
"808","Tony Lynn","Carlton",1968-04-29,178
"809","Mark MacLure","Carlton",1955-07-14,188
"810","Harrison Macreadie","Carlton",1998-04-11,198
"811","Justin Madden","Carlton",1961-05-31,206
"812","Mark Majerczak","Carlton",1968-04-20,180
"813","Alan Mangels","Carlton",1956-07-29,179
"814","Michael Mansfield","Carlton",1971-08-08,183
"815","Glenn Manton","Carlton",1973-06-01,185
"816","Frank Marchesani","Carlton",1960-02-02,188
"817","Alex Marcou","Carlton",1958-07-06,178
"818","Michael Martyn","Carlton",1968-08-31,190
"819","Kris Massie","Carlton",1980-05-30,188
"820","Ashley Matthews","Carlton",1969-11-26,190
"821","Phil Maylin","Carlton",1956-04-20,175
"822","Patrick McCarthy","Carlton",1992-03-11,196
"823","Leigh McConnon","Carlton",1953-06-09,177
"824","Peter McConville","Carlton",1958-08-17,185
"825","Paul McCormack","Carlton",1970-03-12,183
"826","Jonathon McCormick","Carlton",1981-03-26,181
"827","Cillian McDaid","Carlton",1997-08-14,186
"828","Cory McGrath","Carlton",1979-02-04,181
"829","Michael McGuane","Carlton",1967-12-29,186
"830","Andrew McInnes","Carlton",1992-03-20,191
"831","Andrew McKay","Carlton",1970-07-14,185
"832","David McKay","Carlton",1949-11-05,191
"833","Peter McKenna","Carlton",1946-08-27,191
"834","Warren McKenzie","Carlton",1964-07-31,190
"835","Corey McKernan","Carlton",1973-12-19,197
"836","Andrew McKinnon","Carlton",1968-07-28,175
"837","Dylan McLaren","Carlton",1982-05-08,196
"838","Brock McLean","Carlton",1986-03-11,184
"839","Peter McLean","Carlton",1941-05-06,187
"840","Ricky McLean","Carlton",1947-11-08,185
"841","Paul Meldrum","Carlton",1960-09-13,182
"842","Troy Menzel","Carlton",1994-09-22,187
"843","Andrew Merrington","Carlton",1978-11-27,192
"844","Noel Mewett","Carlton",1949-04-02,182
"845","Jim Miller","Carlton",1944-05-03,183
"846","Simon Minton-Connell","Carlton",1969-04-26,194
"847","Barry Mitchell","Carlton",1965-12-07,173
"848","Chris Mitchell","Carlton",1947-01-01,193
"849","Luke Mitchell","Carlton",1992-02-28,198
"850","Allan Montgomery","Carlton",1958-09-02,189
"851","Callum Moore","Carlton",1996-09-03,193
"852","Digby Morrell","Carlton",1979-10-10,191
"853","John Morrison","Carlton",1947-09-22,175
"854","Peter Motley","Carlton",1964-09-24,185
"855","Ricky Mott","Carlton",1981-04-21,200
"856","Barry Mulcair","Carlton",1948-10-01,185
"857","Ian Muller","Carlton",1965-07-23,186
"858","Aaron Mullett","Carlton",1992-02-23,184
"859","Dennis Munari","Carlton",1948-04-18,178
"860","Fraser Murphy","Carlton",1963-01-02,169
"861","Justin Murphy","Carlton",1976-04-24,185
"862","Mark Naley","Carlton",1961-03-11,177
"863","Ian Nankervis","Carlton",1944-03-13,170
"864","Ben Nelson","Carlton",1977-01-23,184
"865","John Nicholls","Carlton",1939-08-13,189
"866","Ian Nicoll","Carlton",1946-10-02,179
"867","Ricky Nixon","Carlton",1963-04-03,186
"868","Karl Norman","Carlton",1983-05-30,190
"869","Paul O'Brien","Carlton",1950-12-14,187
"870","John O'Connell","Carlton",1951-04-22,183
"871","Finbar O'Dwyer","Carlton",2000-07-24,192
"872","Darren Ogier","Carlton",1963-02-02,184
"873","Aisake O'hAilpin","Carlton",1985-08-24,201
"874","Setanta O'hAilpin","Carlton",1983-03-18,199
"875","Max O'Halloran","Carlton",1952-05-20,178
"876","Russell Ohlsen","Carlton",1955-12-01,183
"877","Rhys O'Keeffe","Carlton",1990-08-08,188
"878","Sean O'Keeffe","Carlton",1982-05-10,189
"879","Stephen Oliver","Carlton",1971-01-14,190
"880","Stephen O'Reilly","Carlton",1972-11-09,195
"881","Cameron O'Shea","Carlton",1992-03-13,193
"882","Dennis O'Sullivan","Carlton",1946-01-05,179
"883","Luke O'Sullivan","Carlton",1968-03-28,177
"884","Rhys Palmer","Carlton",1989-02-13,181
"885","Brendan Parker","Carlton",1971-03-23,184
"886","Eric Pascoe","Carlton",1953-10-08,192
"887","Paul Payne","Carlton",1965-03-06,189
"888","Brad Pearce","Carlton",1971-08-16,185
"889","Val Perovic","Carlton",1953-09-25,192
"890","Darren Pfeiffer","Carlton",1987-09-28,183
"891","Andrew Phillips","Carlton",1970-01-27,178
"892","Fraser Phillips","Carlton",2001-05-15,186
"893","Adam Pickering","Carlton",1981-04-18,187
"894","Jarrod Pickett","Carlton",1996-08-18,178
"895","Tony Pickett","Carlton",1953-01-09,178
"896","Phillip Pinnell","Carlton",1951-01-07,189
"897","Sam Pleming","Carlton",1985-08-05,191
"898","Jim Pleydell","Carlton",1944-04-01,179
"899","Jim Plunkett","Carlton",1978-07-26,179
"900","Cameron Polson","Carlton",1998-03-11,177
"901","Mark Porter","Carlton",1976-10-11,199
"902","Phillip Poursanidis","Carlton",1968-05-09,192
"903","Tim Powell","Carlton",1968-04-14,183
"904","Ian Prendergast","Carlton",1980-09-02,192
"905","Bryan Quirk","Carlton",1946-12-26,184
"906","Warren Ralph","Carlton",1959-02-25,190
"907","Anthony Raso","Carlton",1987-04-17,191
"908","Brett Ratten","Carlton",1971-07-11,184
"909","Bruce Reid","Carlton",1955-12-23,191
"910","John Reilly","Carlton",1942-01-11,191
"911","Luke Reynolds","Carlton",1995-01-09,188
"912","David Rhys-Jones","Carlton",1962-06-16,187
"913","Dean Rice","Carlton",1968-03-17,180
"914","Tim Rieniets","Carlton",1966-04-14,183
"915","Ben Robertson","Carlton",1971-08-14,178
"916","Graeme Robertson","Carlton",1952-09-25,197
"917","Ian Robertson","Carlton",1946-01-25,185
"918","Shane Robertson","Carlton",1963-12-27,179
"919","Peter Rohde","Carlton",1964-11-19,185
"920","Sam Rowe","Carlton",1987-11-19,199
"921","Alex Ruscuklic","Carlton",1948-09-21,191
"922","Fraser Russell","Carlton",1992-06-06,185
"923","Jordan Russell","Carlton",1986-11-06,188
"924","Jason Saddington","Carlton",1979-10-23,196
"925","Maurice Sankey","Carlton",1940-02-09,193
"926","Peter Sartori","Carlton",1964-10-24,195
"927","Barry Schmidt","Carlton",1944-02-15,180
"928","Angus Schumacher","Carlton",1999-03-16,190
"929","Heath Scotland","Carlton",1980-07-21,182
"930","Renato Serafini","Carlton",1953-03-18,189
"931","Ben Sexton","Carlton",1972-10-29,191
"932","Michael Sexton","Carlton",1971-03-05,192
"933","Greg Sharp","Carlton",1959-07-28,192
"934","Matt Shaw","Carlton",1992-02-05,188
"935","Ciaran Sheehan","Carlton",1990-11-19,189
"936","Ken Sheldon","Carlton",1959-12-31,178
"937","Michael Shields","Carlton",1986-06-08,185
"938","Brad Shine","Carlton",1959-09-25,175
"939","Brett Sholl","Carlton",1971-09-07,188
"940","Alex Silvagni","Carlton",1987-09-29,192
"941","Ben Silvagni","Carlton",2000-05-07,196
"942","Sergio Silvagni","Carlton",1938-06-28,183
"943","Stephen Silvagni","Carlton",1967-05-31,194
"944","Kade Simpson","Carlton",1984-05-05,183
"945","Sam Smart","Carlton",1975-05-02,200
"946","Billie Smedts","Carlton",1992-06-08,190
"947","Clem Smith","Carlton",1996-02-03,178
"948","Jeremy Smith","Carlton",1973-10-31,182
"949","Jesse D. Smith","Carlton",1986-02-20,183
"950","Lindsay Smith","Carlton",1980-02-29,199
"951","Peter Smith","Carlton",1947-09-22,183
"952","Tony Smith","Carlton",1952-01-22,180
"953","Geoff Southby","Carlton",1950-10-27,188
"954","Tony Southcombe","Carlton",1950-07-21,188
